Organism group,Isolation_source,Isolation_source_1,Isolation type,Strain,Scientific name,Level,Assembly,Contigs,Collection date,Source type,Location,Host,Species TaxID,TaxID,Create date,Isolate identifiers,Host disease,Virulence genotypes,BioProject,K-mer group,Food origin
Klebsiella pneumoniae,urine,urine,clinical,MS6671,Klebsiella pneumoniae,Complete Genome,GCA_001455995.1,7,14-Apr,,United Arab Emirates,Homo sapiens,573,573,2015-12-03T17:30:06Z,"""ERS661483"",""MS6671"",""MS6671_1""",,,PRJEB7538,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,KpN01,Klebsiella pneumoniae,Complete Genome,GCA_001456055.3,5,2013/6/24,,Canada: Calgary,Homo sapiens,573,573,2016-04-21T13:14:17Z,"""KpN01""",,,PRJNA298912,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,NUHL24835,Klebsiella pneumoniae subsp. pneumoniae,Complete Genome,GCA_001521895.1,3,2014/9/28,,China: Jiangxi,Homo sapiens,573,72407,2016-01-21T18:51:46Z,"""Klebsiella pneumoniae subsp.pneumoniae NUHL24835"",""NUHL24835""",urine with mucoviscosity phenotype,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA309157,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,FDAARGOS_152,Klebsiella aerogenes,Complete Genome,GCA_001559215.2,1,2014/4/23,,USA:DC,Homo sapiens,548,548,2018-02-13T16:25:06Z,"""FDA:FDAARGOS_152"",""FDAARGOS_152"",""SRS1135150""",Urinary tract infection,"clbB=COMPLETE,clbN=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA231221,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,2_GR_12,Klebsiella pneumoniae,Complete Genome,GCA_001702045.2,6,2012/3/12,,Greece: Athens,Homo sapiens,573,573,2018-12-06T17:58:09Z,"""2_GR_12"",""SRS2978307""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA307517,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,DHQP1002001,Klebsiella pneumoniae,Complete Genome,GCA_001704235.1,3,2010/6/14,,USA: California,Homo sapiens,573,573,2016-08-12T16:52:05Z,"""DHQP1002001"",""SRS1335849""",,,PRJNA296771,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,,Klebsiella pneumoniae,Complete Genome,GCA_001709275.1,5,2013/3/14,,USA: Pennsylvania,Homo sapiens,573,573,2016-08-23T20:34:10Z,"""11"",""DHQP1300920"",""SRS1336149""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA296771,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,MNCRE69,Klebsiella pneumoniae,Complete Genome,GCA_001902215.1,5,12-Oct,,USA:Minnesota,Homo sapiens,573,573,2016-12-13T16:52:08Z,"""CRE69"",""MNCRE69"",""SRS1823405""",,"clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA355274,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,,Klebsiella pneumoniae,Complete Genome,GCA_001902355.1,3,2015/6/22,,Germany: Goettingen,Homo sapiens,573,573,2016-12-13T17:52:10Z,"""Kp_Goe_62629""",urinary tract infection,,PRJNA329409,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,CAV1042,Klebsiella pneumoniae,Complete Genome,GCA_001908515.1,7,8-Apr,,USA:Virginia,Homo sapiens,573,573,2016-12-19T19:00:13Z,"""CAV1042"",""Klebsiella pneumoniae KPC-producing clinical isolate CAV1042"",""SRS706888""",Urinary Tract Infection,,PRJNA246471,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,K66-45,Klebsiella pneumoniae,Complete Genome,GCA_002113865.1,5,2010,,Norway,Homo sapiens,573,573,2017-05-01T19:58:36Z,"""K66-45"",""SRS1120692""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA378711,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,KPN1481,Klebsiella variicola,Complete Genome,GCA_002156765.1,6,2014/6/10,,USA: Houston,Homo sapiens,244366,244366,2017-05-23T14:53:08Z,"""KPN1481"",""SRS2079021""",Klebsiella Infections,,PRJNA376414,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,19051,Klebsiella pneumoniae,Complete Genome,GCA_002209405.1,1,,,,Homo sapiens,573,573,2017-06-27T17:51:09Z,"""19051"",""Klebsiella pneumoniae 19051""",,,PRJNA388820,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,911021,Klebsiella pneumoniae,Complete Genome,GCA_002269295.1,1,14-Sep,,China: Chongqing,Homo sapiens,573,573,2017-08-24T14:54:04Z,"""911021""",stroke,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA398333,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,721005,Klebsiella pneumoniae,Complete Genome,GCA_002278055.1,1,2013,,China: Ningbo,Homo sapiens,573,573,2017-08-30T12:54:03Z,"""721005"",""Klebsiella pneumoniae 721005""",Paralysis,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA397713,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,FDAARGOS_439,Klebsiella pneumoniae,Complete Genome,GCA_002591075.1,6,14-Dec,,Canada:BC,Homo sapiens,573,573,2017-10-18T18:33:04Z,"""FDA:FDAARGOS_439"",""FDAARGOS_439"",""SRS2397402""",,,PRJNA231221,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,INF249,Klebsiella pneumoniae,Complete Genome,GCA_002752775.1,7,13-Dec,,Australia,Homo sapiens,573,573,2017-11-06T16:04:09Z,"""ERS711052"",""INF249"",""INF249-sc-2280152""",,,PRJNA351909,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,INF278,Klebsiella pneumoniae,Complete Genome,GCA_002752975.1,7,14-Jan,,Australia,Homo sapiens,573,573,2017-11-06T16:56:05Z,"""ERS711101"",""INF278"",""INF278-sc-2280201""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA351909,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,INF042,Klebsiella pneumoniae,Complete Genome,GCA_002752995.1,3,13-May,,Australia,Homo sapiens,573,573,2017-11-06T16:57:03Z,"""ERS710839"",""INF042"",""INF042-sc-2279937""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA351909,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,INF059,Klebsiella pneumoniae,Complete Genome,GCA_002753355.1,3,13-May,,Australia,Homo sapiens,573,573,2017-11-06T17:05:20Z,"""ERS710872"",""INF059"",""INF059-sc-2279970""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA351909,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,KLP00777,Klebsiella pneumoniae,Complete Genome,GCA_052980145.1,3,2023,,"USA: Pittsburgh, Pennsylvania",Homo sapiens,573,573,2025-10-06T05:59:22Z,"""KLP00777"",""SRS19728050""",not collected,"iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA475751,PDG000000012.2207,
Klebsiella pneumoniae,urine,urine,clinical,KLP00742,Klebsiella pneumoniae,Complete Genome,GCA_052980235.1,6,2023,,"USA: Pittsburgh, Pennsylvania",Homo sapiens,573,573,2025-10-06T06:01:05Z,"""KLP00742"",""SRS19727543""",not collected,"clbB=PARTIAL,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA475751,PDG000000012.2207,
Morganella morganii,urine,urine,clinical,FDAARGOS_172,Morganella morganii,Complete Genome,GCA_001558895.2,1,2014/6/25,,USA:DC,Homo sapiens,582,582,2018-03-02T17:47:04Z,"""FDA:FDAARGOS_172"",""FDAARGOS_172"",""SRS1135270""",Contaminant,,PRJNA231221,PDG000000020.449,
Morganella morganii,urine,urine,clinical,11759,Morganella morganii,Complete Genome,GCA_018141465.1,1,2015,,China: Beijing,Homo sapiens,582,582,2021-04-29T05:10:59Z,"""11759"",""c11759""",,,PRJNA654799,PDG000000020.449,
Morganella morganii,urine,urine,clinical,2022JQ-00674,Morganella morganii,Complete Genome,GCA_028546535.3,2,2022,,USA,Homo sapiens,582,582,2023-11-08T21:45:08Z,"""2022JQ-00674"",""SRS16703617""",,,PRJNA288601,PDG000000020.449,
Morganella morganii,urine,urine,clinical,2024CK-01033,Morganella morganii,Complete Genome,GCA_040897325.2,4,2024/6/13,,USA,Homo sapiens,582,582,2024-09-11T00:07:34Z,"""2024CK-01033"",""SRS22141494""",,,PRJNA288601,PDG000000020.449,
Morganella morganii,urine,urine,clinical,MM9291,Morganella morganii,Complete Genome,GCA_045347995.1,3,2020/12/17,,China: Hangzhou,Homo sapiens,582,582,2024-11-26T19:12:57Z,"""MM9291""",Kidney stones with fluid accumulation and infection,,PRJNA1091208,PDG000000020.449,
Neisseria gonorrhoeae,urine,urine,clinical,SRRSH240,Neisseria gonorrhoeae,Complete Genome,GCA_016802315.1,3,2019/10/4,,China:Hangzhou,Homo sapiens,485,485,2021-02-02T18:51:03Z,"""SRRSH240""",Gonorrhea,,PRJNA606927,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,SRRSH229,Neisseria gonorrhoeae,Complete Genome,GCA_016802335.1,3,2019/7/22,,China:Hangzhou,Homo sapiens,485,485,2021-02-02T18:52:04Z,"""SRRSH229""",Gonorrhea,,PRJNA606927,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,SRRSH214,Neisseria gonorrhoeae,Complete Genome,GCA_016802355.1,3,2019/5/14,,China:Hangzhou,Homo sapiens,485,485,2021-02-02T18:52:07Z,"""SRRSH214""",Gonorrhea,,PRJNA606927,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,SRRSH207,Neisseria gonorrhoeae,Complete Genome,GCA_016802385.1,3,2019/8/20,,China:Hangzhou,Homo sapiens,485,485,2021-02-02T18:53:06Z,"""SRRSH207""",Gonorrhea,,PRJNA606927,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,SRRSH205,Neisseria gonorrhoeae,Complete Genome,GCA_016802405.1,3,2019/8/19,,China:Hangzhou,Homo sapiens,485,485,2021-02-02T18:54:03Z,"""SRRSH205""",Gonorrhea,,PRJNA606927,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,SRRSH204,Neisseria gonorrhoeae,Complete Genome,GCA_016802425.1,3,2019/7/25,,China:Hangzhou,Homo sapiens,485,485,2021-02-02T18:54:06Z,"""SRRSH204""",Gonorrhea,,PRJNA606927,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,SRRSH203,Neisseria gonorrhoeae,Complete Genome,GCA_016802445.1,3,2019/7/24,,China:Hangzhou,Homo sapiens,485,485,2021-02-02T18:55:05Z,"""SRRSH203""",Gonorrhea,,PRJNA606927,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,1145734,Neisseria gonorrhoeae,Complete Genome,GCA_025791005.1,1,2014,,Chile,Homo sapiens,485,485,2022-10-22T13:52:14Z,"""1145734"",""ATCC:BAA-3081"",""NGC-1"",""SRS15349478""",Gonorrhea,,PRJNA887340,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,2020N07-265,Neisseria gonorrhoeae,Complete Genome,GCA_038420475.1,4,2020,,Taiwan,Homo sapiens,485,485,2024-04-23T14:09:50Z,"""2020N07-265"",""SRS19227326"",""VP88""",,,PRJNA1000275,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,2020S05-258,Neisseria gonorrhoeae,Complete Genome,GCA_038420605.1,4,2020,,Taiwan,Homo sapiens,485,485,2024-04-23T14:25:12Z,"""2020S05-258"",""SRS19227325"",""VP87""",,,PRJNA1000275,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,2018C07-301,Neisseria gonorrhoeae,Complete Genome,GCA_038421315.1,2,2018,,Taiwan,Homo sapiens,485,485,2024-04-23T14:40:34Z,"""2018C07-301"",""SRS19227324"",""VP86""",,,PRJNA1000275,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,2018S05-288,Neisseria gonorrhoeae,Complete Genome,GCA_038422155.1,4,2018,,Taiwan,Homo sapiens,485,485,2024-04-23T14:56:45Z,"""2018S05-288"",""SRS19227323"",""VP85""",,,PRJNA1000275,PDG000000032.563,
Neisseria gonorrhoeae,urine,urine,clinical,2010C02-038,Neisseria gonorrhoeae,Complete Genome,GCA_038424905.1,4,2010,,Taiwan,Homo sapiens,485,485,2024-04-23T15:43:54Z,"""2010C02-038"",""SRS19227336"",""VP82""",,,PRJNA1000275,PDG000000032.563,
Providencia alcalifaciens,urine,urine,clinical,CYPM1,Proteus mirabilis,Complete Genome,GCA_001281545.1,1,2012,,Taiwan,Homo sapiens,584,584,2015-09-15T14:51:05Z,"""CYPM1"",""Proteus mirabilis CYPM1""",,,PRJNA292344,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,,Providencia rettgeri,Complete Genome,GCA_001874625.1,2,13-Jan,,Colombia: Bucaramanga.,Homo sapiens,587,587,2016-11-10T15:54:05Z,"""RB151"",""SRS1677484""",not collected,,PRJNA342046,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,BE2467,Providencia stuartii,Complete Genome,GCA_001888205.1,3,Dec-83,,USA: Maryland,Homo sapiens,588,588,2016-12-02T18:52:17Z,"""BE2467""",urinary tract infection,,PRJNA340005,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,T18,Proteus mirabilis,Complete Genome,GCA_002310895.1,2,2014,,China: Zhejiang,Homo sapiens,584,584,2017-09-18T19:31:05Z,"""T18""",ventilator-associated pneumonia,,PRJNA340922,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,,Proteus mirabilis,Complete Genome,GCA_002945235.1,1,2014/5/14,,China: Beijing,Homo sapiens,584,584,2018-02-26T21:08:16Z,"""GN2""",Myocardial infarction,,PRJNA432858,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,FDAARGOS_291,Providencia stuartii,Complete Genome,GCA_002983665.1,1,2014/3/1,,USA:DC,Homo sapiens,588,588,2018-03-09T15:55:06Z,"""FDA:FDAARGOS_291"",""FDAARGOS_291"",""SRS2091628""",,,PRJNA231221,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,FDAARGOS_330,Providencia rettgeri,Complete Genome,GCA_002984195.1,1,2015/1/24,,USA:DC,Homo sapiens,587,587,2018-03-09T16:23:05Z,"""FDA:FDAARGOS_330"",""FDAARGOS_330"",""SRS2103104""",Urinary tract infection,,PRJNA231221,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,ENT1157,Proteus mirabilis,Complete Genome,GCA_009684665.1,1,2014/1/5,,Singapore,Homo sapiens,584,584,2019-11-21T12:31:10Z,"""ENT1157"",""PM1157"",""SRS4716389""",UTI,,PRJNA540912,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,N18-00201,Proteus mirabilis,Complete Genome,GCA_010442675.1,1,2018,,Canada: Winnipeg,Homo sapiens,584,584,2020-02-12T12:52:30Z,"""N18-00201"",""SRS6108362""",,,PRJNA603518,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,PmBR607,Proteus mirabilis,Complete Genome,GCA_011149675.1,3,2015,,Brazil,Homo sapiens,584,584,2020-03-11T12:56:10Z,"""PmBR607""",urinary infection,,PRJNA576511,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,XH1569,Proteus mirabilis,Complete Genome,GCA_011383045.1,1,2020/1/10,,China:Hangzhou,Homo sapiens,584,584,2020-03-17T11:59:09Z,"""XH1569""",urinary tract infection,,PRJNA611104,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,PROV002,Providencia rettgeri,Complete Genome,GCA_013702025.1,1,2013,,China: Gansu,Homo sapiens,587,587,2020-07-27T11:55:13Z,"""2055"",""PROV002""",Fever,,PRJNA647134,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,PreM15758,Providencia rettgeri,Complete Genome,GCA_018861255.2,5,13-Jun,,Argentina,Homo sapiens,587,587,2023-05-19T16:42:20Z,"""PreM15758""",Prostate cancer,,PRJNA735191,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,XH1653,Proteus mirabilis,Complete Genome,GCA_018972025.2,1,2015/10/25,,China:Hangzhou,Homo sapiens,584,584,2021-09-18T02:35:43Z,"""XH1653""",urinary tract infection,,PRJNA679136,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,6Pmi283,Proteus mirabilis,Complete Genome,GCA_019192645.1,3,18-Sep,,Colombia: Bogota,Homo sapiens,584,584,2021-07-11T12:51:13Z,"""6Pmi283""",urinary tract infection,,PRJNA736086,PDG000000021.1033,
Providencia alcalifaciens,urine,urine,clinical,PM8762,Proteus mirabilis,Complete Genome,GCA_022453625.1,1,2021/7/24,,China:Hangzhou,Homo sapiens,584,584,2022-03-03T12:55:07Z,"""PM8762""",,,PRJNA808804,PDG000000021.1033,
Pseudomonas aeruginosa,urine,urine,clinical,PA1088,Pseudomonas aeruginosa,Complete Genome,GCA_001792835.1,1,1997,,"Brazil: Sao Paulo, SP",Homo sapiens,287,287,2016-10-20T16:52:14Z,"""PA1088"",""Pseudomonas aeruginosa PA1088""",,,PRJNA310735,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,97,Pseudomonas aeruginosa,Complete Genome,GCA_002411865.3,1,2015,,Ghana: Kumasi,Homo sapiens,287,287,2019-05-15T12:45:12Z,"""97"",""P26-65""",UTI,,PRJNA411997,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,PB353,Pseudomonas aeruginosa,Complete Genome,GCA_002812865.1,2,2016/8/13,,USA: New York,Homo sapiens,287,287,2017-12-06T14:52:05Z,"""PB353""",,,PRJNA419916,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,PB354,Pseudomonas aeruginosa,Complete Genome,GCA_002812885.1,2,2016/8/4,,USA: New York,Homo sapiens,287,287,2017-12-06T14:52:11Z,"""PB354""",,,PRJNA419916,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,F5677,Pseudomonas aeruginosa,Complete Genome,GCA_002946935.1,1,2012,,USA: New York,Homo sapiens,287,287,2018-02-26T23:13:06Z,"""F5677""",Cancer,,PRJNA253624,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,IMP-13,Pseudomonas aeruginosa,Complete Genome,GCA_003950015.1,2,2011,,Belgium,Homo sapiens,287,287,2018-12-15T14:52:06Z,"""IMP-13"",""P. aeruginosa IMP-13""",urinary infection,,PRJNA507737,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,NCTC13715,Pseudomonas aeruginosa,Complete Genome,GCA_900636975.1,1,2011,,United Kingdom: Walsall,Homo sapiens,287,287,2018-12-24T16:03:07Z,"""74bbf0b0-fccc-11e5-89de-3c4a9275d6c8"",""ERS1110714"",""NCTC13715"",""NCTC:13715""",,,PRJEB6403,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,ST773,Pseudomonas aeruginosa,Complete Genome,GCA_009664165.1,1,2017/9/29,,USA:Houston,Homo sapiens,287,287,2019-11-15T19:08:10Z,"""PA"",""SRS5279913"",""ST773""",sepsis,,PRJNA555326,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,PSE6684,Pseudomonas aeruginosa,Complete Genome,GCA_013255565.1,1,2019/2/2,,South Korea,Homo sapiens,287,287,2020-06-03T11:51:54Z,"""PSE6684"",""Pseudomonas aeruginosa PSE6684 chromosome""",pneumonia,,PRJNA634205,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,G-I-1,Pseudomonas aeruginosa,Complete Genome,GCA_015697465.1,1,2017/11/18,,France: Rouen,Homo sapiens,287,287,2020-11-30T12:56:13Z,"""G-I-1"",""PA.G-I-1""",Urinary Tract Infetion,,PRJNA656414,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,C-I-1,Pseudomonas aeruginosa,Complete Genome,GCA_015697605.1,1,2016/11/1,,France: Rouen,Homo sapiens,287,287,2020-11-30T12:57:09Z,"""C-I-1"",""PA.C-I-1""",Urinary Tract Infetion,,PRJNA656414,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,B-I-1,Pseudomonas aeruginosa,Complete Genome,GCA_015697645.1,1,2016/8/20,,France: Rouen,Homo sapiens,287,287,2020-11-30T12:58:10Z,"""B-I-1"",""PA.B-I-1""",Asymptomatic Bacteriuria,,PRJNA656414,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,A-I-1,Pseudomonas aeruginosa,Complete Genome,GCA_015697665.1,1,2016/7/18,,France: Rouen,Homo sapiens,287,287,2020-11-30T13:00:13Z,"""A-I-1"",""PA.A-I-1""",Urinary Tract Infetion,,PRJNA656414,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,SE5429,Pseudomonas aeruginosa,Complete Genome,GCA_016745175.1,1,2012,,China: Jiangsu,Homo sapiens,287,287,2021-01-22T15:53:04Z,"""SE5429""",,,PRJNA638871,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,NMI2351/13,Pseudomonas aeruginosa,Complete Genome,GCA_016922515.2,1,2013/4/30,,Poland:Opole,Homo sapiens,287,287,2023-06-30T18:10:19Z,"""2351/13"",""NMI2351/13"",""SRS8325367""",not collected,,PRJNA701400,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,NMI5500/10,Pseudomonas aeruginosa,Complete Genome,GCA_016923395.2,1,2010/9/16,,Poland:Wschowa,Homo sapiens,287,287,2023-06-30T18:14:12Z,"""5500/10"",""NMI5500/10"",""SRS8325270""",not collected,,PRJNA701400,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,PAG7,Pseudomonas aeruginosa,Complete Genome,GCA_018141565.1,1,16-Jul,,China:Shaanxi,Homo sapiens,287,287,2021-04-29T05:11:00Z,"""PAG7""",urine infection,,PRJNA680489,PDG000000036.1506,
Pseudomonas aeruginosa,urine,urine,clinical,PAS6,Pseudomonas aeruginosa,Complete Genome,GCA_018141625.1,1,16-Jul,,China:Shaanxi,Homo sapiens,287,287,2021-04-29T05:11:00Z,"""PAS6""",urine infection,,PRJNA684637,PDG000000036.1506,
Pseudomonas putida,urine,urine,clinical,PP112420,Pseudomonas putida,Complete Genome,GCA_001886975.1,1,2011/10/11,,China: Guangzhou,Homo sapiens,303,303,2016-11-28T16:57:07Z,"""PP112420""",Urinary tract infection,,PRJNA340924,PDG000000075.207,
Pseudomonas putida,urine,urine,clinical,NY5709,Pseudomonas putida,Complete Genome,GCA_013305625.2,2,2015,,China: Hunan,Homo sapiens,303,303,2023-07-14T18:50:28Z,"""15420352"",""NY5709""",pulmonary infection,,PRJNA579254,PDG000000075.207,
Pseudomonas putida,urine,urine,clinical,AHSWHJXPP1,Pseudomonas putida,Complete Genome,GCA_029590515.1,1,22-Mar,,China:Luzhou,Homo sapiens,303,303,2023-04-05T12:04:19Z,"""AHSWHJXPP1""",,,PRJNA945798,PDG000000075.207,
Salmonella enterica,urine,urine,clinical,CDC 2011K-1702,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-1702,Complete Genome,GCA_001623685.1,2,11-Jul,,USA: BIFSCo Region 7,Homo sapiens,28901,1454643,2016-04-19T19:53:03Z,"""CDC 2011K-1702"",""USDA-ARS-USMARC-1910""",,"avrA=COMPLETE,gtgA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sodC1=COMPLETE,spvD=COMPLETE,sseK2=COMPLETE,sspH2=COMPLETE",PRJNA236712,PDG000000002.3741,
Salmonella enterica,urine,urine,clinical,DA34837,Salmonella enterica subsp. enterica serovar Typhimurium,Complete Genome,GCA_003177255.1,1,,,Sweden,Homo sapiens,28901,90371,2018-05-31T11:54:06Z,"""DA34837""",,"avrA=COMPLETE,gtgA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sodC1=COMPLETE,sseK2=COMPLETE",PRJNA472712,PDG000000002.3741,
Salmonella enterica,urine,urine,clinical,N20-2289,Salmonella enterica subsp. enterica serovar Kentucky,Complete Genome,GCA_023159325.1,1,2020,,Switzerland,Homo sapiens,28901,192955,2022-04-27T16:41:10Z,"""N20-2289"",""SRS11875458"",""Salmonella enterica subsp. enterica serovar Kentucky N20-2289""",,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE",PRJNA803326,PDG000000002.3741,
Salmonella enterica,urine,urine,clinical,R17.0776,Salmonella enterica subsp. enterica serovar Blockley,Complete Genome,GCA_024266545.1,4,2017,,Taiwan: New Taipei City,Homo sapiens,28901,57741,2022-07-14T12:12:07Z,"""R17.0776""",not collected,"avrA=COMPLETE,gtgA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE,sodC1=COMPLETE,sseK2=COMPLETE,sspH2=COMPLETE",PRJNA478278,PDG000000002.3741,
Salmonella enterica,urine,urine,clinical,AUSMDU00051360,Salmonella enterica,Complete Genome,GCA_029225705.1,1,1996,,Australia,Homo sapiens,28901,28901,2023-03-16T15:53:43Z,"""AUSMDU00051360"",""SRS11358932""",Acute typhoid fever,"cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=MISTRANSLATION,sspH2=COMPLETE",PRJNA319593,PDG000000002.3741,
Salmonella enterica,urine,urine,clinical,SENT0083,Salmonella enterica subsp. enterica,Complete Genome,GCA_031039055.1,2,19-Feb,,Taiwan,Homo sapiens,28901,59201,2023-08-31T20:02:09Z,"""SENT0083""",,"avrA=COMPLETE,cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE",PRJNA678140,PDG000000002.3741,
Salmonella enterica,urine,urine,clinical,SENT0075,Salmonella enterica subsp. enterica,Complete Genome,GCA_031039535.1,3,19-Jan,,Taiwan,Homo sapiens,28901,59201,2023-08-31T20:07:22Z,"""SENT0075""",,"avrA=COMPLETE,cdtB=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,sinH=COMPLETE,sseK2=COMPLETE",PRJNA678140,PDG000000002.3741,
Salmonella enterica,urine,urine,clinical,,Salmonella enterica subsp. enterica serovar Agona,Complete Genome,GCA_964266805.1,1,2015,,United Kingdom,Homo sapiens,28901,58095,2024-09-27T01:11:49Z,"""7"",""74_7_same"",""ERS20295524""",,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE",PRJEB76791,PDG000000002.3741,
Salmonella enterica,urine,urine,clinical,,Salmonella enterica subsp. enterica serovar Agona,Complete Genome,GCA_964270325.1,1,2016,,United Kingdom,Homo sapiens,28901,58095,2024-09-29T01:50:05Z,"""138"",""20_138_conv"",""ERS20295440""",,"avrA=COMPLETE,invA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,lpfB=COMPLETE,sinH=COMPLETE",PRJEB76791,PDG000000002.3741,
