Organism group,Isolation_source,Isolation_source_1,Isolation type,Strain,Scientific name,Level,Assembly,Contigs,Collection date,Source type,Location,Host,Species TaxID,TaxID,Create date,Isolate identifiers,Host disease,Virulence genotypes,BioProject,K-mer group,Food origin
E.coli and Shigella,blood,blood,clinical,p11A,Escherichia coli,Complete Genome,GCA_011330935.2,3,2015-01/2016-07,,USA:Houston,Homo sapiens,562,562,2020-09-25T16:44:49Z,"""EC215"",""SRS6199700"",""p11A""",bacteremia,"cnf1=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=COMPLETE,papA=PARTIAL,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,sat=COMPLETE,senB=COMPLETE,sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA603908,PDG000000004.5599,
E.coli and Shigella,blood,blood,clinical,p10A,Escherichia coli,Complete Genome,GCA_011331065.1,5,2015-01/2016-07,,USA:Houston,Homo sapiens,562,562,2020-03-16T20:01:34Z,"""MB2315"",""SRS6199697"",""p10A""",bacteremia,"cvaC=PARTIAL,espX1=COMPLETE,fdeC=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,sslE=HMM",PRJNA603908,PDG000000004.5599,
E.coli and Shigella,blood,blood,clinical,p4A,Escherichia coli,Complete Genome,GCA_011331215.2,1,2015-01/2016-07,,USA:Houston,Homo sapiens,562,562,2020-09-25T16:44:49Z,"""MB1860"",""SRS6199688"",""p4A""",bacteremia,"cnf1=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=COMPLETE,papA=PARTIAL,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,sat=COMPLETE,sinH=HMM,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA603908,PDG000000004.5599,
E.coli and Shigella,blood,blood,clinical,2D,Escherichia coli,Complete Genome,GCA_013425955.1,6,2019/1/26,,China: Yueqing,Homo sapiens,562,562,2020-07-20T12:11:27Z,"""2D""",Bloodstream infection,"air=COMPLETE,astA=COMPLETE,eilA=COMPLETE,espX1=PARTIAL,fdeC=COMPLETE,ibeA=COMPLETE,lpfA-O113=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA608094,PDG000000004.5599,
E.coli and Shigella,blood,blood,clinical,US32,Escherichia coli,Complete Genome,GCA_014131475.1,1,2017,,Belgium: Antwerp,Homo sapiens,562,562,2020-08-10T16:51:56Z,"""Escherichia coli US32"",""SRS5748203"",""US32""",Urosepsis,"capU=PARTIAL,cdtB=COMPLETE,cnf1=COMPLETE,fdeC=COMPLETE,focG=COMPLETE,hlyA-alpha=COMPLETE,iha=COMPLETE,ireA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=MISTRANSLATION,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,mchB=COMPLETE,mchF=COMPLETE,papA=PARTIAL,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papG-III=COMPLETE,papH=COMPLETE,pic=COMPLETE,sat=COMPLETE,sfaF=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA592372,PDG000000004.5599,
E.coli and Shigella,blood,blood,clinical,V7,Escherichia coli,Complete Genome,GCA_014131515.1,2,1981,,USA,Homo sapiens,562,562,2020-08-10T16:54:49Z,"""SRS3413508"",""V7"",""V7_BUTI_Blood_ExPEC_positive_B2""",Urosepsis,"cnf1=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,iha=COMPLETE,ireA=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papH=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA592372,PDG000000004.5599,
E.coli and Shigella,blood,blood,clinical,US31,Escherichia coli,Complete Genome,GCA_014131535.1,3,2017,,Belgium: Antwerp,Homo sapiens,562,562,2020-08-10T16:56:18Z,"""Escherichia coli US31"",""SRS5748201"",""US31""",Urosepsis,"afaC=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iucA=PARTIAL,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,nfaE=COMPLETE,papA=PARTIAL,sat=COMPLETE,senB=COMPLETE,vactox=PARTIAL,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA592372,PDG000000004.5599,
E.coli and Shigella,blood,blood,clinical,US29,Escherichia coli,Complete Genome,GCA_014131555.1,3,2017,,Belgium: Antwerp,Homo sapiens,562,562,2020-08-10T16:57:55Z,"""Escherichia coli US29"",""SRS5748199"",""US29""",Urosepsis,"fdeC=COMPLETE,focG=COMPLETE,iha=COMPLETE,ireA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,mchB=COMPLETE,mchF=COMPLETE,papA=PARTIAL,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papH=COMPLETE,pic=COMPLETE,sat=COMPLETE,sfaF=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA592372,PDG000000004.5599,
E.coli and Shigella,blood,blood,clinical,US12,Escherichia coli,Complete Genome,GCA_014131575.1,2,2016,,Belgium: Antwerp,Homo sapiens,562,562,2020-08-10T16:59:23Z,"""Escherichia coli US12"",""SRS5748183"",""US12""",Urosepsis,"fdeC=COMPLETE,focG=COMPLETE,hlyA-alpha=COMPLETE,iha=COMPLETE,ireA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,mchB=COMPLETE,mchF=COMPLETE,papA=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papH=COMPLETE,sat=COMPLETE,sfaF=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA592372,PDG000000004.5599,
E.coli and Shigella,blood,blood,clinical,US03,Escherichia coli,Complete Genome,GCA_014131595.1,2,2015,,Belgium: Antwerp,Homo sapiens,562,562,2020-08-10T17:00:49Z,"""Escherichia coli US03"",""SRS5748173"",""US03""",Urosepsis,"cnf1=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=COMPLETE,papA=PARTIAL,papC=COMPLETE,papE=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papH=COMPLETE,pic=COMPLETE,sat=COMPLETE,senB=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA592372,PDG000000004.5599,
Elizabethkingia anophelis,blood,blood,clinical,CSID_3015183684,Elizabethkingia anophelis,Complete Genome,GCA_001618465.2,1,2016/2/1,,USA: WI,Homo sapiens,1117645,1117645,2016-04-21T15:50:03Z,"""CSID_3015183684"",""SRS1367743""",,,PRJNA315668,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,422,Elizabethkingia anophelis,Complete Genome,GCA_002022025.1,1,1950,,USA: Florida,Homo sapiens,1117645,1117645,2017-03-06T20:51:04Z,"""0422"",""Elizabethkingia genomospecies 1 strain 0422""",,,PRJNA326741,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,E6809,Elizabethkingia anophelis,Complete Genome,GCA_002023235.2,1,1979,,USA: CA,Homo sapiens,1117645,1117645,2017-03-09T15:54:03Z,"""E6809""",,,PRJNA326741,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,FDAARGOS_198,Elizabethkingia anophelis,Complete Genome,GCA_002277995.2,1,,,Sweden,Homo sapiens,1117645,1117645,2018-03-07T21:22:32Z,"""ATCC:51720D"",""FDAARGOS_198"",""SRS1665826""",Infection with Elizabethkingia meningoseptica,,PRJNA231221,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,SUE,Elizabethkingia anophelis,Complete Genome,GCA_014702245.1,1,2015,,Taiwan,Homo sapiens,1117645,1117645,2020-09-22T19:53:06Z,"""91939335"",""SUE""",infection,,PRJNA507867,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,SEA01,Elizabethkingia anophelis,Complete Genome,GCA_016838625.1,1,14-Nov,,India:Puttaparthi,Homo sapiens,1117645,1117645,2021-02-09T12:51:04Z,"""SEA01""",blood Infection,,PRJNA698406,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,090-MNO-R,Elizabethkingia anophelis,Complete Genome,GCA_022221405.1,1,2021,,Taiwan,Homo sapiens,1117645,1117645,2022-02-14T14:20:08Z,"""090-MNO-R"",""ean_6""",,,PRJNA741344,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,229-MNO-R,Elizabethkingia anophelis,Complete Genome,GCA_022221425.1,1,2021,,Taiwan,Homo sapiens,1117645,1117645,2022-02-14T14:21:06Z,"""229-MNO-R"",""ean_5""",,,PRJNA741344,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,2008N07-201,Elizabethkingia anophelis,Complete Genome,GCA_022221445.1,1,2008,,Taiwan,Homo sapiens,1117645,1117645,2022-02-14T14:21:12Z,"""2008N07-201"",""ean_4""",,,PRJNA741344,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,2008S01-229,Elizabethkingia anophelis,Complete Genome,GCA_022221465.1,1,2008,,Taiwan,Homo sapiens,1117645,1117645,2022-02-14T14:22:07Z,"""2008S01-229"",""ean_3""",,,PRJNA741344,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,2002N07-090,Elizabethkingia anophelis,Complete Genome,GCA_022221485.1,1,2002,,Taiwan,Homo sapiens,1117645,1117645,2022-02-14T14:23:07Z,"""2002N07-090"",""ean_2""",,,PRJNA741344,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,367-19,Elizabethkingia anophelis,Complete Genome,GCA_024205085.1,1,2017,,Taiwan,Homo sapiens,1117645,1117645,2022-07-11T12:12:08Z,"""367-19""",bacteremia,,PRJNA707236,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,362-2,Elizabethkingia anophelis,Complete Genome,GCA_024205105.1,1,2017,,Taiwan,Homo sapiens,1117645,1117645,2022-07-11T12:13:06Z,"""362-2""",bacteremia,,PRJNA707236,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,356-17,Elizabethkingia anophelis,Complete Genome,GCA_024205125.1,1,2016,,Taiwan,Homo sapiens,1117645,1117645,2022-07-11T12:14:06Z,"""356-17""",bacteremia,,PRJNA707236,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,355-58,Elizabethkingia anophelis,Complete Genome,GCA_024205145.1,1,2016,,Taiwan,Homo sapiens,1117645,1117645,2022-07-11T12:15:09Z,"""355-58""",bacteremia,,PRJNA707236,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,354-87,Elizabethkingia anophelis,Complete Genome,GCA_024205165.1,1,2016,,Taiwan,Homo sapiens,1117645,1117645,2022-07-11T12:16:06Z,"""354-87""",bacteremia,,PRJNA707236,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,354-72,Elizabethkingia anophelis,Complete Genome,GCA_024205185.1,1,2016,,Taiwan,Homo sapiens,1117645,1117645,2022-07-11T12:17:07Z,"""354-72""",bacteremia,,PRJNA707236,PDG000000014.190,
Elizabethkingia anophelis,blood,blood,clinical,351-72,Elizabethkingia anophelis,Complete Genome,GCA_024205425.1,1,2016,,Taiwan,Homo sapiens,1117645,1117645,2022-07-11T13:01:06Z,"""351-72""",bacteremia,,PRJNA707236,PDG000000014.190,
Enterobacter asburiae,blood,blood,clinical,2497,Enterobacter asburiae,Complete Genome,GCA_024917675.1,4,2016/9/5,,USA: Houston,Homo sapiens,61645,61645,2022-09-04T12:51:12Z,"""2497"",""MB2617"",""SRS12965108""",Bacteremia,,PRJNA836696,PDG000000106.234,
Enterobacter bugandensis,blood,blood,clinical,,Enterobacter bugandensis,Complete Genome,GCA_900324475.1,1,2010/1/5,,Tanzania,Homo sapiens,881260,881260,2018-05-04T14:20:08Z,"""EB-247"",""ERS2312697"",""Enterobacter bugandensis EB-247 type strain""",,,PRJEB11452,PDG000000111.111,
Enterobacter bugandensis,blood,blood,clinical,1367,Enterobacter bugandensis,Complete Genome,GCA_004804395.1,1,2011/1/1,,Germany: North Rhine-Westphalia,Homo sapiens,881260,881260,2019-04-23T16:52:05Z,"""1367"",""Eb_F-1367"",""SRS4591807""",blood-stream infection,,PRJNA531146,PDG000000111.111,
Enterobacter bugandensis,blood,blood,clinical,ECC-105,Enterobacter bugandensis,Complete Genome,GCA_043970685.1,1,2022/8/21,,Taiwan,Homo sapiens,881260,881260,2024-10-28T14:22:34Z,"""ECC-105"",""ecc20""",BSI,,PRJNA1067818,PDG000000111.111,
Enterobacter chengduensis,blood,blood,clinical,WCHECl-C4 = WCHECh050004,Enterobacter chengduensis,Complete Genome,GCA_001984825.2,2,2015/2/1,,"China: Chengdu, Sichuan",Homo sapiens,2494701,2494701,2019-09-03T22:22:43Z,"""Enterobacter sp. WCHECl-C4"",""SRS1971465"",""WCHECl-C4 = WCHECh050004""","liver cirrhosis, cholecystitis",,PRJNA415108,PDG000000118.36,
Enterobacter chengduensis,blood,blood,clinical,ECC-093,Enterobacter chengduensis,Complete Genome,GCA_043971375.1,1,2022/8/12,,Taiwan,Homo sapiens,2494701,2494701,2024-10-28T14:37:59Z,"""ECC-093"",""ecc15""",BSI,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA1067818,PDG000000118.36,
Enterobacter cloacae,blood,blood,clinical,3143,Enterobacter cloacae,Complete Genome,GCA_024917615.1,3,2018/10/31,,USA: Houston,Homo sapiens,550,550,2022-09-04T12:16:10Z,"""3143"",""MB6956"",""SRS12965100""",Bacteremia,,PRJNA836696,PDG000000028.1275,
Enterobacter cloacae,blood,blood,clinical,ECC-068,Enterobacter cloacae subsp. dissolvens,Complete Genome,GCA_043972705.1,2,2022/7/26,,Taiwan,Homo sapiens,550,69219,2024-10-28T15:08:26Z,"""ECC-068"",""ecc10""",BSI,,PRJNA1067818,PDG000000028.1275,
Enterobacter hormaechei,blood,blood,clinical,WCHEX045001,Enterobacter hormaechei subsp. xiangfangensis,Complete Genome,GCA_003964795.2,4,18-Jan,,"China: Chengdu, Sichuan",Homo sapiens,158836,1296536,2019-09-03T20:44:13Z,"""045001"",""The Microbe sample of Enterobacter xiangfangensis strain WCHEX045001"",""WCHEX045001""",,,PRJNA415108,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,ZHH,Enterobacter hormaechei,Complete Genome,GCA_014117285.1,6,2019/8/8,,China: Hangzhou,Homo sapiens,158836,158836,2020-08-09T12:10:09Z,"""ZHH""",Bacteremia,,PRJNA648784,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,3804,Enterobacter hormaechei,Complete Genome,GCA_015535055.1,5,19-Jun,,China: Hangzhou,Homo sapiens,158836,158836,2020-11-17T15:13:06Z,"""3804""",Bloodstream infection,,PRJNA675430,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,FY-1,Enterobacter hormaechei,Complete Genome,GCA_021491615.1,4,21-Jun,,China:Hohhot,Homo sapiens,158836,158836,2022-01-17T12:51:07Z,"""FY-1"",""IMP-1 FY1""",,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA794006,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,14269-yvys,Enterobacter hormaechei subsp. steigerwaltii,Complete Genome,GCA_023023665.1,4,14-Apr,,China,Homo sapiens,158836,299766,2022-04-18T12:09:07Z,"""14269-yvys""",,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA762162,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,1074,Enterobacter hormaechei,Complete Genome,GCA_024917315.1,2,2017/12/29,,USA: Houston,Homo sapiens,158836,158836,2022-09-04T12:02:11Z,"""1074"",""MB4861"",""SRS12965165""",Bacteremia,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA836696,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,4453,Enterobacter hormaechei,Complete Genome,GCA_024917635.1,3,2018/7/9,,USA: Houston,Homo sapiens,158836,158836,2022-09-04T12:17:10Z,"""4453"",""MB5921"",""SRS12965083""",Bacteremia,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA836696,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,70,Enterobacter hormaechei,Complete Genome,GCA_024917775.1,5,2019/12/7,,USA: Houston,Homo sapiens,158836,158836,2022-09-04T12:56:10Z,"""70"",""MB9539"",""SRS12965131""",Bacteremia,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA836696,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,MB4528 Variant,Enterobacter hormaechei,Complete Genome,GCA_024918215.1,4,2017/10/22,,USA: Houston,Homo sapiens,158836,158836,2022-09-04T13:18:10Z,"""MB4528 Variant"",""MB4528B"",""SRS12965163""",Bacteremia,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA836696,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,ST90,Enterobacter hormaechei,Complete Genome,GCA_024918255.1,4,2017/10/22,,USA: Houston,Homo sapiens,158836,158836,2022-09-04T13:20:10Z,"""3675"",""MB4528"",""SRS12965162"",""ST90""",Bacteremia,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA836696,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,3131,Enterobacter hormaechei,Complete Genome,GCA_024918795.1,5,2016/12/25,,USA: Houston,Homo sapiens,158836,158836,2022-09-04T13:57:23Z,"""3131"",""MB3093"",""SRS12965147""",Bacteremia,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA836696,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,80014967,Enterobacter hormaechei,Complete Genome,GCA_025369895.1,4,2021/5/2,,China:Anhui,Homo sapiens,158836,158836,2022-09-22T12:03:11Z,"""80014967""",,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA873893,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,ECC2783,Enterobacter hormaechei,Complete Genome,GCA_026015945.1,5,2017/9/30,,China:Hanzghou,Homo sapiens,158836,158836,2022-11-07T12:52:18Z,"""ECC2783""",pancreatitis,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA894355,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,2022CK-00493,Enterobacter hormaechei,Complete Genome,GCA_027577865.1,5,2022/8/3,,USA,Homo sapiens,158836,158836,2023-01-06T20:52:11Z,"""2022CK-00493"",""SRS15321985""",,iroN=PARTIAL,PRJNA288601,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,2022CK-00700,Enterobacter hormaechei,Complete Genome,GCA_028622735.1,9,2022/11/4,,USA,Homo sapiens,158836,158836,2023-02-17T04:28:13Z,"""2022CK-00700"",""SRS15992830""",,"iroB=COMPLETE,iroC=COMPLETE,iroN=COMPLETE",PRJNA812595,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,MDCL 3,Enterobacter hormaechei subsp. xiangfangensis,Complete Genome,GCA_028752775.1,3,2019/3/30,,India: Kolkata,Homo sapiens,158836,1296536,2023-02-21T20:52:09Z,"""MDCL 3"",""SRS12892788""",Sepsis,"iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,rmpA2=PARTIAL",PRJNA721536,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,2020CK-00199,Enterobacter hormaechei,Complete Genome,GCA_028898905.1,7,2020/5/6,,USA,Homo sapiens,158836,158836,2023-03-02T13:06:17Z,"""2020CK-00199"",""SRS7260934""",,,PRJNA812595,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,CNCI 7,Enterobacter hormaechei subsp. xiangfangensis,Complete Genome,GCA_030062075.1,2,2021/11/23,,India:Kolkata,Homo sapiens,158836,1296536,2023-05-22T16:11:14Z,"""CNCI 7"",""SRS12892782""",sepsis,,PRJNA721536,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,17CRE03,Enterobacter hormaechei,Complete Genome,GCA_041378885.1,6,2017/5/9,,Taiwan: Taichung,Homo sapiens,158836,158836,2024-08-20T12:20:16Z,"""17CRE03"",""TUECL23009_17CRE03""",infectious disease,,PRJNA791797,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,CRECL61,Enterobacter hormaechei,Complete Genome,GCA_041378905.1,5,2021/1/9,,Taiwan: Taichung,Homo sapiens,158836,158836,2024-08-20T12:35:25Z,"""CRECL61"",""Human"",""TUECL23017_CRECL61""",infectious disease,"ybtP=COMPLETE,ybtQ=COMPLETE",PRJNA791797,PDG000000105.595,
Enterobacter hormaechei,blood,blood,clinical,ECC-162,Enterobacter hormaechei subsp. xiangfangensis,Complete Genome,GCA_043968685.1,2,2022/9/14,,Taiwan,Homo sapiens,158836,1296536,2024-10-28T13:36:57Z,"""ECC-162"",""ecc28""",BSI,,PRJNA1067818,PDG000000105.595,
Enterobacter kobei,blood,blood,clinical,DSM 13645,Enterobacter kobei,Complete Genome,GCA_001729765.1,2,,,Japan,Homo sapiens,208224,208224,2016-09-16T13:54:07Z,"""DSM 13645"",""DSM:13645"",""GCID_ENTE_00128"",""SRS1629997""",,,PRJNA259658,PDG000000108.221,
Enterobacter kobei,blood,blood,clinical,ECC-142,Enterobacter kobei,Complete Genome,GCA_043969355.1,1,2022/9/2,,Taiwan,Homo sapiens,208224,208224,2024-10-28T13:52:09Z,"""ECC-142"",""ecc25""",BSI,,PRJNA1067818,PDG000000108.221,
Enterobacter ludwigii,blood,blood,clinical,ECC-051,Enterobacter ludwigii,Complete Genome,GCA_043974065.1,1,2022/7/19,,Taiwan,Homo sapiens,299767,299767,2024-10-28T15:38:57Z,"""ECC-051"",""ecc9""",BSI,,PRJNA1067818,PDG000000109.156,
Enterobacter roggenkampii,blood,blood,clinical,BP10374,Enterobacter roggenkampii,Complete Genome,GCA_004684365.1,1,2018,,India,Homo sapiens,1812935,1812935,2019-04-07T13:51:05Z,"""BP10374""",Bacteremia,,PRJNA529775,PDG000000116.214,
Enterobacter roggenkampii,blood,blood,clinical,120063,Enterobacter roggenkampii,Complete Genome,GCA_018596855.2,7,19-May,,"China: Chengdu, Sichuan",Homo sapiens,1812935,1812935,2023-01-30T16:52:30Z,"""120063"",""SRS16456435"",""The Microbe sample of Enterobacter roggenkampii strain 120063""",,,PRJNA415108,PDG000000116.214,
Enterobacter roggenkampii,blood,blood,clinical,ECC-247,Enterobacter roggenkampii,Complete Genome,GCA_043965975.1,4,2022/10/10,,Taiwan,Homo sapiens,1812935,1812935,2024-10-28T12:35:52Z,"""ECC-247"",""ecc41""",BSI,,PRJNA1067818,PDG000000116.214,
Enterococcus faecalis,blood,blood,clinical,VE14089,Enterococcus faecalis,Complete Genome,GCA_006494835.1,1,4-Jul,,France,Homo sapiens,1351,1351,2019-06-27T16:52:06Z,"""Enterococcus faecalis strain VE14089"",""VE14089""",,,PRJNA532354,PDG000000072.707,
Enterococcus faecalis,blood,blood,clinical,R712,Enterococcus faecalis R712,Complete Genome,GCA_009662495.1,3,,,,Homo sapiens,1351,699186,2019-11-14T14:51:07Z,"""R712""",,,PRJNA523028,PDG000000072.707,
Enterococcus faecalis,blood,blood,clinical,UAMS_EL56,Enterococcus faecalis,Complete Genome,GCA_022648285.1,5,2019/4/2,,USA:Little Rock,Homo sapiens,1351,1351,2022-03-21T13:23:26Z,"""SRS9222561"",""UAMS_EL56""",,,PRJNA735268,PDG000000072.707,
Enterococcus faecalis,blood,blood,clinical,UAMS_EL54,Enterococcus faecalis,Complete Genome,GCA_022648425.1,5,2019/3/30,,USA:Little Rock,Homo sapiens,1351,1351,2022-03-21T13:24:20Z,"""SRS9222558"",""UAMS_EL54""",,,PRJNA735268,PDG000000072.707,
Enterococcus faecalis,blood,blood,clinical,UAMS_EL53,Enterococcus faecalis,Complete Genome,GCA_022648595.1,5,2019/3/30,,USA:Little Rock,Homo sapiens,1351,1351,2022-03-21T13:25:15Z,"""SRS9222557"",""UAMS_EL53""",,,PRJNA735268,PDG000000072.707,
Enterococcus faecalis,blood,blood,clinical,2001206,Enterococcus faecalis,Complete Genome,GCA_045160015.1,3,2019,,USA,Homo sapiens,1351,1351,2024-11-21T18:45:19Z,"""2001206"",""SRS10944190""",,,PRJNA573902,PDG000000072.707,
Enterococcus faecalis,blood,blood,clinical,ER06279.7,Enterococcus faecalis,Complete Genome,GCA_046845785.1,4,16-Aug,,USA:New York City,Homo sapiens,1351,1351,2025-01-21T14:23:54Z,"""ER06279.7"",""ER06279_7B""",Bacteremia,,PRJNA470993,PDG000000072.707,
Enterococcus faecalis,blood,blood,clinical,ER06279.6C,Enterococcus faecalis,Complete Genome,GCA_046845875.1,4,16-Aug,,USA:New York City,Homo sapiens,1351,1351,2025-01-21T14:38:27Z,"""ER06279.6C"",""ER06279_6C""",Bacteremia,,PRJNA470993,PDG000000072.707,
Enterococcus faecalis,blood,blood,clinical,ER03645.5,Enterococcus faecalis,Complete Genome,GCA_046845955.1,4,15-Aug,,USA:New York City,Homo sapiens,1351,1351,2025-01-21T15:09:39Z,"""ER03645.5"",""ER03645_5B""",Bacteremia,,PRJNA470993,PDG000000072.707,
Enterococcus faecium,blood,blood,clinical,Aus0004,Enterococcus faecium Aus0004,Complete Genome,GCA_000250945.2,5,1998,,Australia: Melbourne,Homo sapiens,1352,1155766,2025-06-23T16:35:55Z,"""Aus0004"",""CP003351""",,,PRJNA86649,PDG000000071.793,
Enterococcus faecium,blood,blood,clinical,E1,Enterococcus faecium,Complete Genome,GCA_001886635.1,5,2010/1/11,,Spain: Madrid,Homo sapiens,1352,1352,2016-11-28T15:54:05Z,"""E1"",""EFM121""",Bloodstream infection,,PRJNA353757,PDG000000071.793,
Enterococcus faecium,blood,blood,clinical,VRE001,Enterococcus faecium,Complete Genome,GCA_001895905.1,4,2013,,USA,Homo sapiens,1352,1352,2016-12-09T16:01:10Z,"""VRE001""",Bacteremia,,PRJNA353653,PDG000000071.793,
